time,open,high,low,close,Volume
1757700720,658.32,658.37,658.3,658.36,11922
1757700780,658.36,658.41,658.35,658.41,9948
1757700840,658.4,658.44,658.4,658.43,60606
1757700900,658.42,658.44,658.37,658.381,9545
1757700960,658.381,658.4,658.34,658.34,15749
1757701020,658.35,658.36,658.28,658.36,23924
1757701080,658.36,658.39,658.33,658.34,12855
1757701140,658.34,658.41,658.31,658.41,18913
1757701200,658.42,658.45,658.4,658.44,18690
1757701260,658.44,658.46,658.39,658.39,16834
1757701320,658.39,658.42,658.36,658.38,18556
1757701380,658.39,658.39,658.33,658.33,21433
1757701440,658.33,658.45,658.31,658.42,19405
1757701500,658.43,658.505,658.42,658.49,49445
1757701560,658.49,658.55,658.48,658.55,35758
1757701620,658.55,658.56,658.52,658.53,16462
1757701680,658.53,658.55,658.52,658.53,11688
1757701740,658.53,658.53,658.46,658.505,15999
1757701800,658.51,658.56,658.48,658.53,20336
1757701860,658.53,658.54,658.47,658.52,18026
1757701920,658.52,658.6,658.5,658.59,23701
1757701980,658.6,658.87,658.59,658.73,82471
1757702040,658.72,658.77,658.69,658.74,42447
1757702100,658.73,658.73,658.645,658.69,21995
1757702160,658.69,658.79,658.68,658.77,27326
1757702220,658.77,658.78,658.71,658.74,21169
1757702280,658.72,658.785,658.69,658.77,29994
1757702340,658.77,658.83,658.76,658.8,21230
1757702400,658.79,658.875,658.79,658.84,23067
1757702460,658.84,658.85,658.705,658.71,14854
1757702520,658.71,658.82,658.71,658.79,24917
1757702580,658.79,658.841,658.775,658.79,20461
1757702640,658.79,658.79,658.71,658.73,20911
1757702700,658.73,658.77,658.72,658.77,26493
1757702760,658.78,658.81,658.75,658.79,10344
1757702820,658.8,658.805,658.74,658.75,14705
1757702880,658.74,658.8,658.69,658.74,26510
1757702940,658.74,658.745,658.39,658.63,71538
1757703000,658.63,658.76,658.63,658.74,31574
1757703060,658.73,658.85,658.73,658.84,21628
1757703120,658.84,659.11,658.83,658.93,68205
1757703180,658.92,658.99,658.89,658.94,28559
1757703240,658.95,658.99,658.93,658.99,19175
1757703300,658.99,659,658.92,658.98,24146
1757703360,658.97,659,658.92,659,20323
1757703420,659,659,658.93,658.96,16022
1757703480,658.95,658.955,658.82,658.84,28007
1757703540,658.85,658.89,658.75,658.81,32673
1757703600,658.81,658.87,658.79,658.82,21155
1757703660,658.83,658.88,658.83,658.835,17674
1757703720,658.83,658.86,658.81,658.81,14466
1757703780,658.82,658.92,658.8,658.88,27336
1757703840,658.88,658.92,658.86,658.88,31842
1757703900,658.88,658.94,658.82,658.935,25531
1757703960,658.94,658.94,658.85,658.85,30664
1757704020,658.85,658.85,658.73,658.76,25427
1757704080,658.75,658.8,658.73,658.78,18188
1757704140,658.77,658.83,658.75,658.8,14063
1757704200,658.8,658.83,658.77,658.8,12605
1757704260,658.8,658.82,658.68,658.71,29098
1757704320,658.7,658.74,658.62,658.62,36874
1757704380,658.63,658.63,658.59,658.6,45346
1757704440,658.61,658.62,658.54,658.58,62919
1757704500,658.58,658.6,658.44,658.47,42059
1757704560,658.46,658.56,658.45,658.53,39668
1757704620,658.52,658.59,658.42,658.42,25007
1757704680,658.43,658.47,658.42,658.43,37410
1757704740,658.43,658.55,658.4,658.52,29835
1757704800,658.51,658.56,658.459,658.5,39580
1757704860,658.49,658.6,658.485,658.55,24232
1757704920,658.559,658.6,658.399,658.44,76815
1757704980,658.455,658.46,658.39,658.44,36496
1757705040,658.43,658.43,658.31,658.34,34739
1757705100,658.34,658.44,658.33,658.37,39352
1757705160,658.375,658.39,658.2,658.27,75422
1757705220,658.27,658.27,658.2,658.21,35076
1757705280,658.2,658.22,658.07,658.135,72523
1757705340,658.135,658.21,658.1,658.17,55955
1757705400,658.16,658.29,658.085,658.115,88521
1757705460,658.11,658.11,657.93,657.975,84306
1757705520,657.97,657.975,657.63,657.65,89189
1757705580,657.64,657.7,657.54,657.63,110323
1757705640,657.63,657.87,657.625,657.73,50230
1757705700,657.73,657.89,657.71,657.75,58939
1757705760,657.74,657.74,657.54,657.55,47689
1757705820,657.55,657.55,657.44,657.46,73760
1757705880,657.45,657.54,657.38,657.429,56874
1757705940,657.43,657.49,657.24,657.3,64938
1757706000,657.3,657.42,657.12,657.14,105536
1757706060,657.15,657.2,657,657.03,99287
1757706120,657.04,657.35,656.9,657.3,92644
1757706180,657.32,657.61,657.26,657.56,113893
1757706240,657.55,657.76,657.54,657.75,58134
1757706300,657.75,657.89,657.7,657.8,79095
1757706360,657.8,657.91,657.8,657.89,68609
1757706420,657.88,657.95,657.59,657.59,54107
1757706480,657.58,657.75,657.55,657.66,46108
1757706540,657.69,657.85,657.65,657.84,78287
1757706600,657.88,658.14,657.81,658.08,119663
1757706660,658.065,658.2,657.95,658.13,222970
1757706720,658.14,658.25,658.09,658.25,39806
1757706780,658.25,658.26,658.09,658.23,60839
1757706840,658.24,658.33,658.07,658.32,61320
1757706900,658.315,658.32,657.99,658.02,101439
1757706960,658.02,658.07,657.74,657.77,63459
1757707020,657.78,657.8,657.49,657.75,95667
1757707080,657.76,657.86,657.67,657.81,98175
1757707140,657.82,657.93,657.38,657.41,553525
1757943000,659.64,660.01,659.475,659.95,170336
1757943060,659.94,660.12,659.94,659.96,57264
1757943120,659.96,660.01,659.85,659.94,61733
1757943180,659.92,659.96,659.71,659.71,58476
1757943240,659.73,659.93,659.72,659.82,27290
1757943300,659.82,659.97,659.82,659.93,51453
1757943360,659.92,660.01,659.8,659.82,50325
1757943420,659.8,659.96,659.76,659.89,62802
1757943480,659.9,660.11,659.86,660.03,65682
1757943540,660.03,660.16,660.02,660.09,57976
1757943600,660.1,660.29,660.09,660.23,60399
1757943660,660.22,660.3,659.92,659.98,90473
1757943720,659.98,660.04,659.78,659.87,55173
1757943780,659.86,659.89,659.69,659.72,57660
1757943840,659.73,659.74,659.48,659.61,58946
1757943900,659.63,659.96,659.63,659.93,51739
1757943960,659.94,660.04,659.85,660.04,52079
1757944020,660.05,660.13,659.91,660.12,51473
1757944080,660.12,660.2,660.09,660.18,41225
1757944140,660.185,660.35,660.12,660.2,70459
1757944200,660.2,660.31,660.11,660.29,70548
1757944260,660.29,660.47,660.23,660.42,58873
1757944320,660.43,660.49,660.31,660.35,56266
1757944380,660.36,660.47,660.3,660.33,36667
1757944440,660.34,660.495,660.33,660.47,41201
1757944500,660.46,660.56,660.39,660.43,42816
1757944560,660.42,660.51,660.35,660.38,37768
1757944620,660.39,660.62,660.35,660.5,60103
1757944680,660.51,660.61,660.49,660.56,44765
1757944740,660.56,660.68,660.52,660.64,31898
1757944800,660.64,660.73,660.48,660.49,67963
1757944860,660.5,660.54,660.39,660.4,69509
1757944920,660.41,660.49,660.29,660.301,39623
1757944980,660.31,660.39,660.24,660.27,33514
1757945040,660.26,660.29,660.18,660.27,42321
1757945100,660.26,660.325,660.15,660.2,46398
1757945160,660.2,660.34,660.19,660.31,28135
1757945220,660.31,660.39,660.21,660.26,50766
1757945280,660.26,660.33,660.22,660.25,31925
1757945340,660.25,660.28,660.06,660.08,48351
1757945400,660.08,660.22,660.07,660.15,32027
1757945460,660.16,660.18,660.05,660.12,27136
1757945520,660.12,660.2,659.99,660.02,22630
1757945580,660.02,660.08,659.98,660,24620
1757945640,660.01,660.27,660,660.21,22460
1757945700,660.21,660.32,660.2,660.23,31490
1757945760,660.24,660.27,660.16,660.24,28229
1757945820,660.24,660.25,660.07,660.1,26615
1757945880,660.1,660.17,660.06,660.11,19795
1757945940,660.11,660.15,660.05,660.15,17597
1757946000,660.14,660.2,660.04,660.17,29563
1757946060,660.17,660.26,660.11,660.13,14988
1757946120,660.12,660.25,660.1,660.21,21657
1757946180,660.21,660.35,660.15,660.3,23229
1757946240,660.29,660.42,660.24,660.3,38996
1757946300,660.3,660.5,660.28,660.48,47736
1757946360,660.49,660.58,660.46,660.56,35006
1757946420,660.56,660.73,660.56,660.72,36420
1757946480,660.72,660.72,660.57,660.67,31452
1757946540,660.66,660.74,660.65,660.68,28754
1757946600,660.66,660.75,660.33,660.74,126459
1757946660,660.74,660.75,660.64,660.685,31331
1757946720,660.68,660.83,660.65,660.74,58215
1757946780,660.75,660.76,660.68,660.705,28421
1757946840,660.71,660.77,660.5,660.51,34425
1757946900,660.53,660.57,660.45,660.51,31708
1757946960,660.51,660.58,660.43,660.53,26017
1757947020,660.53,660.59,660.49,660.52,13796
1757947080,660.53,660.57,660.42,660.46,35550
1757947140,660.46,660.51,660.4,660.48,18437
1757947200,660.51,660.62,660.46,660.6,24132
1757947260,660.605,660.72,660.59,660.69,16631
1757947320,660.68,660.75,660.65,660.72,8787
1757947380,660.74,660.81,660.71,660.78,26049
1757947440,660.77,660.92,660.77,660.82,36821
1757947500,660.81,660.94,660.79,660.89,23079
1757947560,660.89,660.94,660.8,660.92,24201
1757947620,660.92,661,660.86,660.89,34306
1757947680,660.89,660.95,660.81,660.85,18851
1757947740,660.84,660.87,660.71,660.78,21000
1757947800,660.77,660.85,660.72,660.76,23554
1757947860,660.76,660.9,660.75,660.85,15853
1757947920,660.85,660.955,660.85,660.955,12010
1757947980,660.95,660.98,660.87,660.9,17953
1757948040,660.92,660.95,660.85,660.88,18673
1757948100,660.88,660.99,660.85,660.96,18440
1757948160,660.96,660.97,660.9,660.96,13107
1757948220,660.955,660.96,660.87,660.93,16461
1757948280,660.93,660.93,660.84,660.86,16120
1757948340,660.855,660.96,660.81,660.951,21744
1757948400,660.96,661.05,660.85,660.85,50408
1757948460,660.87,660.95,660.82,660.86,28123
1757948520,660.86,660.88,660.81,660.835,25748
1757948580,660.835,660.92,660.82,660.91,24425
1757948640,660.92,661,660.91,660.91,17414
1757948700,660.91,660.95,660.81,660.86,21415
1757948760,660.86,660.93,660.82,660.84,16825
1757948820,660.845,660.87,660.72,660.76,43622
1757948880,660.75,660.78,660.66,660.67,19382
1757948940,660.67,660.71,660.63,660.65,25748
1757949000,660.66,660.66,660.52,660.62,36666
1757949060,660.63,660.91,660.63,660.86,28199
1757949120,660.86,660.93,660.83,660.9,18735
1757949180,660.91,660.93,660.78,660.83,13985
1757949240,660.83,660.84,660.77,660.78,8670
1757949300,660.78,660.84,660.73,660.82,11802
1757949360,660.82,660.91,660.75,660.77,21763
1757949420,660.78,660.8,660.71,660.8,21008
1757949480,660.8,660.89,660.74,660.76,16586
1757949540,660.76,660.76,660.62,660.65,27413
1757949600,660.66,660.67,660.54,660.58,19115
1757949660,660.58,660.62,660.45,660.485,31620
1757949720,660.485,660.53,660.42,660.44,46211
1757949780,660.44,660.44,660.22,660.31,48470
1757949840,660.32,660.38,660.26,660.37,26440
1757949900,660.38,660.47,660.38,660.44,35865
1757949960,660.45,660.58,660.45,660.56,22137
1757950020,660.56,660.7,660.54,660.59,28052
1757950080,660.59,660.64,660.459,660.46,31390
1757950140,660.459,660.49,660.34,660.35,37392
1757950200,660.35,660.44,660.319,660.34,30724
1757950260,660.34,660.38,660.24,660.29,22700
1757950320,660.3,660.34,660.249,660.31,16882
1757950380,660.31,660.38,660.24,660.29,16118
1757950440,660.31,660.45,660.29,660.38,16337
1757950500,660.38,660.465,660.35,660.38,19766
1757950560,660.38,660.48,660.37,660.409,13478
1757950620,660.41,660.52,660.39,660.449,23327
1757950680,660.46,660.58,660.46,660.549,10068
1757950740,660.55,660.67,660.53,660.63,23608
1757950800,660.639,660.73,660.62,660.7,15909
1757950860,660.7,660.82,660.7,660.76,18466
1757950920,660.76,660.76,660.569,660.57,17002
1757950980,660.579,660.67,660.52,660.53,11791
1757951040,660.52,660.53,660.38,660.4,18181
1757951100,660.39,660.42,660.3,660.34,23955
1757951160,660.34,660.46,660.33,660.46,23163
1757951220,660.465,660.52,660.43,660.515,17644
1757951280,660.52,660.57,660.48,660.52,13380
1757951340,660.52,660.61,660.5,660.591,15283
1757951400,660.59,660.64,660.49,660.55,19383
1757951460,660.55,660.57,660.44,660.45,13633
1757951520,660.44,660.49,660.42,660.48,17358
1757951580,660.48,660.59,660.47,660.55,21103
1757951640,660.55,660.65,660.529,660.64,12056
1757951700,660.64,660.69,660.609,660.665,14579
1757951760,660.65,660.7,660.54,660.7,15334
1757951820,660.68,660.73,660.57,660.73,46975
1757951880,660.73,660.78,660.65,660.66,26011
1757951940,660.66,660.68,660.58,660.6,15496
1757952000,660.62,660.67,660.56,660.63,14830
1757952060,660.63,660.7,660.57,660.6,15408
1757952120,660.6,660.63,660.49,660.55,13018
1757952180,660.55,660.61,660.48,660.5,16013
1757952240,660.5,660.58,660.495,660.51,12659
1757952300,660.51,660.58,660.44,660.45,13256
1757952360,660.46,660.52,660.44,660.46,13567
1757952420,660.46,660.59,660.46,660.58,14196
1757952480,660.58,660.73,660.571,660.7,15693
1757952540,660.68,660.75,660.64,660.74,18180
1757952600,660.73,660.77,660.64,660.64,12451
1757952660,660.66,660.77,660.65,660.75,15286
1757952720,660.76,660.805,660.72,660.77,13807
1757952780,660.77,660.86,660.73,660.82,20920
1757952840,660.82,660.88,660.8,660.805,13182
1757952900,660.82,660.88,660.79,660.83,11757
1757952960,660.83,660.9,660.83,660.83,12910
1757953020,660.83,660.86,660.8,660.821,15557
1757953080,660.83,660.87,660.74,660.78,12474
1757953140,660.78,660.8,660.68,660.72,11219
1757953200,660.73,660.84,660.7,660.74,26171
1757953260,660.73,660.77,660.62,660.63,10492
1757953320,660.64,660.71,660.61,660.69,10866
1757953380,660.68,660.79,660.67,660.74,5112
1757953440,660.75,660.83,660.72,660.77,9603
1757953500,660.76,660.78,660.66,660.67,8581
1757953560,660.68,660.72,660.59,660.72,17338
1757953620,660.72,660.8,660.65,660.671,12244
1757953680,660.671,660.735,660.62,660.63,9727
1757953740,660.64,660.68,660.55,660.6,19134
1757953800,660.6,660.7,660.58,660.7,12236
1757953860,660.7,660.78,660.68,660.75,8022
1757953920,660.75,660.82,660.749,660.79,8780
1757953980,660.79,660.84,660.76,660.77,7659
1757954040,660.77,660.87,660.77,660.781,14159
1757954100,660.79,660.82,660.77,660.79,8803
1757954160,660.79,660.82,660.66,660.675,10024
1757954220,660.68,660.73,660.639,660.705,12642
1757954280,660.7,660.74,660.64,660.73,6087
1757954340,660.72,660.78,660.71,660.745,5732
1757954400,660.739,660.74,660.62,660.62,11488
1757954460,660.63,660.64,660.53,660.55,28779
1757954520,660.54,660.6,660.53,660.58,11348
1757954580,660.59,660.65,660.54,660.63,23221
1757954640,660.63,660.66,660.59,660.6,17119
1757954700,660.6,660.6,660.44,660.46,24850
1757954760,660.46,660.49,660.4,660.47,24518
1757954820,660.471,660.53,660.43,660.47,19720
1757954880,660.48,660.6,660.48,660.52,15700
1757954940,660.54,660.56,660.48,660.52,12054
1757955000,660.51,660.58,660.47,660.51,29006
1757955060,660.52,660.58,660.49,660.53,14918
1757955120,660.525,660.56,660.44,660.46,14084
1757955180,660.45,660.49,660.4,660.44,12673
1757955240,660.449,660.49,660.42,660.45,5828
1757955300,660.445,660.47,660.33,660.35,33666
1757955360,660.35,660.441,660.33,660.37,10216
1757955420,660.37,660.37,660.15,660.18,45400
1757955480,660.18,660.27,660.07,660.245,34986
1757955540,660.229,660.27,660.13,660.13,12048
1757955600,660.12,660.13,660,660.04,49847
1757955660,660.05,660.17,660.05,660.16,20982
1757955720,660.161,660.171,660.05,660.15,24411
1757955780,660.18,660.235,660.11,660.181,28982
1757955840,660.181,660.265,660.15,660.15,21590
1757955900,660.15,660.34,660.139,660.29,25777
1757955960,660.29,660.38,660.285,660.331,14360
1757956020,660.33,660.38,660.28,660.35,14446
1757956080,660.36,660.36,660.23,660.31,12227
1757956140,660.31,660.34,660.23,660.23,15227
1757956200,660.22,660.22,660.15,660.15,13143
1757956260,660.16,660.2,660.07,660.11,20778
1757956320,660.1,660.2,660.1,660.17,14014
1757956380,660.17,660.24,660.07,660.08,11834
1757956440,660.089,660.11,659.95,660.01,16873
1757956500,660,660.1,659.99,660.05,7821
1757956560,660.04,660.09,659.95,659.969,11974
1757956620,659.97,660.03,659.91,659.92,17292
1757956680,659.92,660.02,659.83,659.89,18857
1757956740,659.895,659.92,659.74,659.78,15250
1757956800,659.77,659.8,659.72,659.73,16394
1757956860,659.73,659.73,659.53,659.57,49140
1757956920,659.579,659.79,659.55,659.75,23239
1757956980,659.739,659.93,659.739,659.88,39680
1757957040,659.86,659.96,659.84,659.9,20588
1757957100,659.9,659.929,659.77,659.82,23895
1757957160,659.815,659.84,659.69,659.76,32833
1757957220,659.77,659.83,659.7,659.72,21786
1757957280,659.72,659.79,659.67,659.73,26422
1757957340,659.74,659.865,659.73,659.75,13398
1757957400,659.75,659.87,659.7,659.78,25929
1757957460,659.79,659.85,659.73,659.83,14105
1757957520,659.81,659.97,659.79,659.95,16543
1757957580,659.96,660,659.85,659.88,15233
1757957640,659.89,660.07,659.89,660.04,22465
1757957700,660.04,660.07,659.93,659.96,24931
1757957760,659.96,660.03,659.94,659.98,14862
1757957820,660,660.02,659.85,659.95,24271
1757957880,659.95,660.145,659.92,660.14,20304
1757957940,660.15,660.23,660.13,660.181,37793
1757958000,660.2,660.34,660.19,660.28,40931
1757958060,660.27,660.325,660.24,660.25,12818
1757958120,660.26,660.345,660.26,660.31,29103
1757958180,660.319,660.43,660.315,660.355,20069
1757958240,660.36,660.37,660.32,660.33,13978
1757958300,660.33,660.37,660.25,660.28,12609
1757958360,660.28,660.32,660.23,660.29,11781
1757958420,660.29,660.31,660.25,660.29,4335
1757958480,660.27,660.421,660.26,660.38,13880
1757958540,660.37,660.47,660.37,660.415,40558
1757958600,660.42,660.53,660.42,660.53,20866
1757958660,660.51,660.53,660.429,660.47,13526
1757958720,660.47,660.49,660.39,660.431,8095
1757958780,660.44,660.44,660.37,660.43,6133
1757958840,660.43,660.46,660.39,660.41,9758
1757958900,660.4,660.49,660.4,660.48,9523
1757958960,660.47,660.51,660.38,660.51,15470
1757959020,660.51,660.62,660.51,660.52,37518
1757959080,660.525,660.66,660.52,660.64,36559
1757959140,660.64,660.66,660.58,660.61,14185
1757959200,660.6,660.61,660.46,660.48,32014
1757959260,660.48,660.56,660.48,660.48,20749
1757959320,660.48,660.51,660.42,660.43,13957
1757959380,660.42,660.44,660.32,660.44,23017
1757959440,660.44,660.5,660.42,660.49,12857
1757959500,660.49,660.52,660.46,660.49,16057
1757959560,660.5,660.5,660.4,660.44,31772
1757959620,660.44,660.44,660.35,660.375,13120
1757959680,660.37,660.41,660.31,660.35,16310
1757959740,660.34,660.34,660.13,660.17,28314
1757959800,660.17,660.26,660.13,660.16,31232
1757959860,660.159,660.21,660.12,660.14,16860
1757959920,660.13,660.18,659.951,660.03,18906
1757959980,660.03,660.145,660,660.06,12411
1757960040,660.07,660.18,660.07,660.15,9684
1757960100,660.15,660.23,660.11,660.14,24496
1757960160,660.13,660.16,659.94,659.99,12270
1757960220,659.98,660.1,659.91,660.06,17433
1757960280,660.07,660.09,659.995,660.03,8443
1757960340,660.03,660.13,660.03,660.095,15064
1757960400,660.08,660.1,659.97,659.97,19589
1757960460,659.98,660.07,659.94,660.04,19967
1757960520,660.03,660.07,659.99,660.02,7589
1757960580,660.02,660.16,660.01,660.16,15619
1757960640,660.17,660.2,660.125,660.13,14709
1757960700,660.13,660.25,660.13,660.21,19048
1757960760,660.22,660.22,660.15,660.18,9065
1757960820,660.19,660.19,660.01,660.02,13778
1757960880,660.02,660.06,659.96,659.98,34620
1757960940,659.98,660.01,659.89,659.9,17245
1757961000,659.9,659.99,659.875,659.89,21915
1757961060,659.89,659.95,659.89,659.9,10629
1757961120,659.91,660.03,659.88,660,30115
1757961180,660,660.09,659.98,660.07,18047
1757961240,660.07,660.07,659.97,660.02,21710
1757961300,660,660.06,659.96,659.96,22821
1757961360,659.96,660,659.87,659.909,12455
1757961420,659.9,659.94,659.86,659.895,20877
1757961480,659.89,659.94,659.85,659.89,13675
1757961540,659.88,659.89,659.83,659.85,17395
1757961600,659.86,659.89,659.81,659.84,22002
1757961660,659.84,659.84,659.7,659.76,20791
1757961720,659.77,659.779,659.62,659.66,29856
1757961780,659.66,659.66,659.34,659.44,56488
1757961840,659.44,659.58,659.41,659.54,34212
1757961900,659.55,659.66,659.5,659.51,35416
1757961960,659.51,659.59,659.43,659.44,45560
1757962020,659.44,659.59,659.39,659.51,27066
1757962080,659.5,659.79,659.5,659.78,30815
1757962140,659.76,659.775,659.69,659.77,21204
1757962200,659.76,659.92,659.755,659.85,31983
1757962260,659.86,660.03,659.85,660.01,36201
1757962320,660,660.08,659.95,660.05,34248
1757962380,660.06,660.08,660.01,660.08,16511
1757962440,660.07,660.1,660.03,660.08,20666
1757962500,660.06,660.1,659.96,660,24147
1757962560,660.01,660.02,659.93,659.97,18679
1757962620,659.97,660.02,659.94,659.97,18505
1757962680,659.97,660,659.88,659.97,21510
1757962740,659.97,660,659.9,660,15972
1757962800,659.99,660.1,659.97,660,31574
1757962860,660.01,660.101,660.01,660.1,23615
1757962920,660.101,660.12,660.01,660.05,22515
1757962980,660.06,660.08,659.96,659.96,16515
1757963040,659.97,659.97,659.795,659.82,22904
1757963100,659.82,659.84,659.7,659.79,20886
1757963160,659.8,659.92,659.79,659.84,25724
1757963220,659.85,659.94,659.81,659.87,15119
1757963280,659.87,659.98,659.87,659.93,15589
1757963340,659.92,659.97,659.85,659.96,12594
1757963400,659.96,659.99,659.88,659.96,17740
1757963460,659.95,660.06,659.93,660.045,13194
1757963520,660.05,660.16,660.03,660.09,30972
1757963580,660.081,660.09,660.02,660.04,20376
1757963640,660.05,660.07,659.93,659.94,32237
1757963700,659.93,659.98,659.79,659.82,24665
1757963760,659.81,659.83,659.74,659.8,12530
1757963820,659.81,659.89,659.78,659.87,17183
1757963880,659.88,659.96,659.85,659.94,15652
1757963940,659.92,660.06,659.92,660.06,13683
1757964000,660.06,660.07,659.985,660.02,18867
1757964060,660.02,660.06,659.99,660.05,10768
1757964120,660.05,660.16,660.04,660.13,15932
1757964180,660.13,660.15,659.98,659.98,22708
1757964240,659.97,660.02,659.91,660.01,15222
1757964300,660.01,660.12,659.99,660.12,19852
1757964360,660.11,660.13,660.07,660.11,17047
1757964420,660.11,660.15,660,660.15,21319
1757964480,660.15,660.16,660.07,660.1,16923
1757964540,660.09,660.13,660.05,660.07,10499
1757964600,660.07,660.07,659.9,659.98,21777
1757964660,659.98,660.07,659.92,659.92,15961
1757964720,659.92,660.03,659.89,659.95,17239
1757964780,659.96,660.02,659.89,659.96,17981
1757964840,659.96,660.08,659.92,660.05,35410
1757964900,660.06,660.15,660.02,660.02,20483
1757964960,660.03,660.04,659.87,659.87,30526
1757965020,659.88,659.99,659.88,659.91,20910
1757965080,659.92,660.025,659.9,660.01,13493
1757965140,660.01,660.01,659.87,659.93,19384
1757965200,659.94,660.04,659.9,660.04,20627
1757965260,660.05,660.16,660.02,660.15,22317
1757965320,660.14,660.2,660.13,660.15,28864
1757965380,660.14,660.14,659.94,659.99,46513
1757965440,660,660.075,659.93,660.02,32751
1757965500,660.01,660.21,659.98,660.18,58864
1757965560,660.19,660.31,660.17,660.31,33288
1757965620,660.29,660.39,660.27,660.37,50610
1757965680,660.365,660.41,660.3,660.3,71204
1757965740,660.31,660.411,660.3,660.41,27189
1757965800,660.41,660.41,659.95,660.03,93015
1757965860,660.03,660.06,659.76,659.93,55736
1757965920,659.93,660.09,659.885,660.04,56559
1757965980,660.04,660.15,660.02,660.07,28822
1757966040,660.09,660.355,660.02,660.3,71976
1757966100,660.28,660.4,660.03,660.4,158010
1757966160,660.4,660.475,660.32,660.42,184726
1757966220,660.42,660.63,660.33,660.6,132537
1757966280,660.6,660.7,660.53,660.67,227329
1757966340,660.67,660.91,660.52,660.83,618210
1758029400,661.47,661.78,661.45,661.58,124165
1758029460,661.59,661.715,661.24,661.35,69949
1758029520,661.415,661.55,661.36,661.505,53605
1758029580,661.505,661.68,661.31,661.35,54471
1758029640,661.34,661.46,661.28,661.42,45286
1758029700,661.42,661.48,661.31,661.33,38512
1758029760,661.33,661.38,661.23,661.29,47199
1758029820,661.29,661.42,661.08,661.09,49397
1758029880,661.08,661.19,661.01,661.019,62670
1758029940,661.01,661.08,660.919,660.92,48387
1758030000,660.93,661.09,660.76,660.76,75420
1758030060,660.77,660.85,660.66,660.79,66446
1758030120,660.79,660.909,660.69,660.72,59485
1758030180,660.72,660.925,660.7,660.82,50646
1758030240,660.8,660.845,660.71,660.8,46758
1758030300,660.79,660.79,660.48,660.67,66864
1758030360,660.68,660.78,660.6,660.74,40447
1758030420,660.74,660.8,660.61,660.62,87850
1758030480,660.62,660.77,660.55,660.75,49252
1758030540,660.75,660.96,660.75,660.91,43015
1758030600,660.9,660.91,660.22,660.34,99245
1758030660,660.36,660.47,660.14,660.19,96400
1758030720,660.17,660.24,660.03,660.07,78522
1758030780,660.07,660.29,660.06,660.25,68529
1758030840,660.26,660.39,660.24,660.31,35478
1758030900,660.31,660.39,660.19,660.21,43685
1758030960,660.21,660.27,660.17,660.23,48033
1758031020,660.24,660.3,660.11,660.22,65874
1758031080,660.225,660.38,660.13,660.32,81443
1758031140,660.32,660.43,660.26,660.28,80542
1758031200,660.27,660.27,660.11,660.19,65346
1758031260,660.18,660.31,660.11,660.13,53101
1758031320,660.13,660.19,659.88,659.94,96192
1758031380,659.93,660.16,659.86,660.15,61744
1758031440,660.15,660.25,660.01,660.02,51110
1758031500,660.02,660.095,659.98,660.02,36844
1758031560,660.02,660.2,660,660.1,28093
1758031620,660.11,660.16,659.94,660.09,43541
1758031680,660.09,660.19,660.07,660.13,37682
1758031740,660.13,660.13,659.9,659.91,41415
1758031800,659.91,660.01,659.79,659.9,46752
1758031860,659.88,659.92,659.78,659.84,35248
1758031920,659.84,659.91,659.63,659.7,54430
1758031980,659.71,659.93,659.66,659.9,44254
1758032040,659.88,659.975,659.85,659.93,41207
1758032100,659.93,660.24,659.92,660.22,74335
1758032160,660.21,660.37,660.18,660.209,41198
1758032220,660.199,660.42,660.18,660.4,52023
1758032280,660.4,660.48,660.36,660.361,43424
1758032340,660.36,660.41,660.18,660.19,36126
1758032400,660.195,660.36,659.98,660.27,60678
1758032460,660.26,660.32,660.22,660.31,32395
1758032520,660.3,660.46,660.28,660.43,34273
1758032580,660.42,660.51,660.37,660.46,38898
1758032640,660.47,660.471,660.35,660.38,31480
1758032700,660.37,660.38,660.12,660.2,42566
1758032760,660.19,660.19,659.9,659.96,39741
1758032820,659.95,659.97,659.85,659.91,31655
1758032880,659.92,660.08,659.91,659.991,23380
1758032940,659.99,660.07,659.87,659.95,26156
1758033000,659.94,659.96,659.86,659.92,33291
1758033060,659.92,659.99,659.89,659.95,18450
1758033120,659.94,659.98,659.82,659.9,24202
1758033180,659.93,659.99,659.78,659.93,25629
1758033240,659.931,659.99,659.92,659.93,18294
1758033300,659.94,660.07,659.89,660.07,25684
1758033360,660.08,660.23,660,660.23,38607
1758033420,660.22,660.3,660.13,660.13,42109
1758033480,660.14,660.19,659.79,659.87,65621
1758033540,659.87,659.95,659.83,659.93,34478
1758033600,659.93,660.05,659.909,659.92,32252
1758033660,659.93,660.03,659.81,659.82,27152
1758033720,659.82,659.94,659.82,659.87,21389
1758033780,659.87,659.88,659.73,659.81,30715
1758033840,659.83,659.87,659.75,659.79,20362
1758033900,659.8,659.85,659.7,659.751,35308
1758033960,659.76,659.95,659.76,659.9,24332
1758034020,659.9,660.05,659.85,659.97,36635
1758034080,659.97,660,659.89,659.92,26293
1758034140,659.91,659.94,659.81,659.83,16324
1758034200,659.83,659.89,659.77,659.83,13477
1758034260,659.84,659.96,659.82,659.841,17073
1758034320,659.841,660.04,659.841,659.96,19180
1758034380,659.97,660.09,659.94,660.04,19241
1758034440,660.03,660.11,659.98,660.031,22418
1758034500,660.021,660.031,659.93,659.94,26714
1758034560,659.96,659.98,659.87,659.92,16854
