datetime,high,low,close,Volume
2025-09-29 14:11:00,663.17,663.0,663.16,18093
2025-09-29 14:12:00,663.32,663.13,663.22,33006
2025-09-29 14:13:00,663.29,663.19,663.24,14644
2025-09-29 14:14:00,663.3,663.23,663.26,17209
2025-09-29 14:15:00,663.36,663.22,663.32,25389
2025-09-29 14:16:00,663.36,663.27,663.28,11798
2025-09-29 14:17:00,663.31,663.16,663.25,18164
2025-09-29 14:18:00,663.34,663.22,663.33,9381
2025-09-29 14:19:00,663.33,663.28,663.3,12574
2025-09-29 14:20:00,663.36,663.24,663.25,11874
2025-09-29 14:21:00,663.33,663.23,663.33,17343
2025-09-29 14:22:00,663.4,663.32,663.39,15080
2025-09-29 14:23:00,663.43,663.36,663.41,14978
2025-09-29 14:24:00,663.46,663.37,663.46,37118
2025-09-29 14:25:00,663.54,663.42,663.44,28691
2025-09-29 14:26:00,663.58,663.42,663.55,16062
2025-09-29 14:27:00,663.6,663.55,663.57,15795
2025-09-29 14:28:00,663.57,663.44,663.479,19190
2025-09-29 14:29:00,663.51,663.38,663.469,22686
2025-09-29 14:30:00,663.55,663.42,663.5,18386
2025-09-29 14:31:00,663.52,663.44,663.49,18990
2025-09-29 14:32:00,663.52,663.45,663.52,15130
2025-09-29 14:33:00,663.57,663.51,663.56,13324
2025-09-29 14:34:00,663.58,663.43,663.43,20545
2025-09-29 14:35:00,663.46,663.26,663.4,38097
2025-09-29 14:36:00,663.44,663.37,663.405,19245
2025-09-29 14:37:00,663.47,663.4,663.45,18014
2025-09-29 14:38:00,663.47,663.25,663.27,16016
2025-09-29 14:39:00,663.31,663.205,663.22,49266
2025-09-29 14:40:00,663.24,663.06,663.14,30496
2025-09-29 14:41:00,663.3,663.14,663.27,24971
2025-09-29 14:42:00,663.3,663.2,663.2,20577
2025-09-29 14:43:00,663.28,663.19,663.24,19364
2025-09-29 14:44:00,663.28,663.15,663.25,25817
2025-09-29 14:45:00,663.43,663.25,663.33,35006
2025-09-29 14:46:00,663.39,663.32,663.36,18580
2025-09-29 14:47:00,663.46,663.35,663.46,25919
2025-09-29 14:48:00,663.47,663.35,663.38,21494
2025-09-29 14:49:00,663.38,663.35,663.38,18344
2025-09-29 14:50:00,663.37,663.21,663.3,25700
2025-09-29 14:51:00,663.38,663.26,663.29,18993
2025-09-29 14:52:00,663.33,663.25,663.32,16769
2025-09-29 14:53:00,663.32,663.22,663.31,18925
2025-09-29 14:54:00,663.32,663.24,663.26,14371
2025-09-29 14:55:00,663.32,663.2,663.27,22525
2025-09-29 14:56:00,663.28,663.2,663.22,17117
2025-09-29 14:57:00,663.32,663.2,663.32,18146
2025-09-29 14:58:00,663.39,663.28,663.33,39711
2025-09-29 14:59:00,663.36,663.25,663.345,28616
2025-09-29 15:00:00,663.34,663.12,663.16,27264
2025-09-29 15:01:00,663.24,663.08,663.11,46755
2025-09-29 15:02:00,663.15,663.01,663.02,62098
2025-09-29 15:03:00,663.12,662.98,663.08,22435
2025-09-29 15:04:00,663.18,663.07,663.15,16994
2025-09-29 15:05:00,663.18,663.02,663.02,27534
2025-09-29 15:06:00,663.09,662.93,662.93,36798
2025-09-29 15:07:00,662.92,662.68,662.8,106923
2025-09-29 15:08:00,662.8,662.69,662.69,27813
2025-09-29 15:09:00,662.75,662.53,662.68,60432
2025-09-29 15:10:00,662.89,662.66,662.87,38491
2025-09-29 15:11:00,662.9,662.67,662.7,41535
2025-09-29 15:12:00,662.73,662.535,662.55,41193
2025-09-29 15:13:00,662.58,662.41,662.47,39259
2025-09-29 15:14:00,662.52,662.43,662.51,24304
2025-09-29 15:15:00,662.51,661.87,662.0,193219
2025-09-29 15:16:00,662.08,661.88,661.95,110977
2025-09-29 15:17:00,662.1,661.88,662.1,104995
2025-09-29 15:18:00,662.38,661.99,662.275,88266
2025-09-29 15:19:00,662.39,662.17,662.3,55601
2025-09-29 15:20:00,662.38,662.275,662.36,25571
2025-09-29 15:21:00,662.46,662.29,662.38,34409
2025-09-29 15:22:00,662.5,662.31,662.5,22394
2025-09-29 15:23:00,662.63,662.49,662.62,32483
2025-09-29 15:24:00,662.65,662.505,662.55,46807
2025-09-29 15:25:00,662.75,662.52,662.725,20569
2025-09-29 15:26:00,662.82,662.66,662.74,54648
2025-09-29 15:27:00,662.84,662.69,662.78,21147
2025-09-29 15:28:00,662.78,662.68,662.71,34094
2025-09-29 15:29:00,662.75,662.605,662.64,34257
2025-09-29 15:30:00,662.77,662.63,662.761,44314
2025-09-29 15:31:00,662.77,662.62,662.63,26985
2025-09-29 15:32:00,662.74,662.61,662.73,34802
2025-09-29 15:33:00,662.93,662.73,662.93,35019
2025-09-29 15:34:00,662.96,662.86,662.95,33366
2025-09-29 15:35:00,663.02,662.91,662.93,55244
2025-09-29 15:36:00,663.14,662.94,662.97,49696
2025-09-29 15:37:00,663.11,662.97,663.1,32701
2025-09-29 15:38:00,663.18,663.09,663.17,56383
2025-09-29 15:39:00,663.19,663.08,663.14,28653
2025-09-29 15:40:00,663.4,663.14,663.32,47050
2025-09-29 15:41:00,663.43,663.28,663.39,53833
2025-09-29 15:42:00,663.39,663.21,663.26,39705
2025-09-29 15:43:00,663.31,663.16,663.2,43071
2025-09-29 15:44:00,663.26,663.09,663.26,50961
2025-09-29 15:45:00,663.39,663.26,663.3,56190
2025-09-29 15:46:00,663.39,663.28,663.34,55604
2025-09-29 15:47:00,663.61,663.32,663.56,64630
2025-09-29 15:48:00,663.65,663.48,663.58,94261
2025-09-29 15:49:00,663.59,663.47,663.56,66225
2025-09-29 15:50:00,663.76,663.51,663.61,137536
2025-09-29 15:51:00,663.68,663.42,663.45,61281
2025-09-29 15:52:00,663.59,663.42,663.43,83521
2025-09-29 15:53:00,663.45,663.18,663.265,113333
2025-09-29 15:54:00,663.4,663.16,663.17,69138
2025-09-29 15:55:00,663.39,663.165,663.33,84127
2025-09-29 15:56:00,663.32,663.115,663.19,103495
2025-09-29 15:57:00,663.31,663.17,663.19,71258
2025-09-29 15:58:00,663.31,663.03,663.305,143698
2025-09-29 15:59:00,663.67,663.21,663.6,390185
2025-09-30 09:30:00,663.205,662.87,662.99,124604
2025-09-30 09:31:00,663.19,662.72,663.16,59202
2025-09-30 09:32:00,663.17,662.87,662.97,49383
2025-09-30 09:33:00,663.03,662.63,662.64,54245
2025-09-30 09:34:00,662.71,662.39,662.45,53809
2025-09-30 09:35:00,662.6,662.29,662.38,62924
2025-09-30 09:36:00,662.72,662.39,662.48,65837
2025-09-30 09:37:00,662.61,662.25,662.41,52248
2025-09-30 09:38:00,662.61,662.21,662.44,31723
2025-09-30 09:39:00,662.45,662.29,662.44,21617
2025-09-30 09:40:00,662.82,662.41,662.69,39010
2025-09-30 09:41:00,662.69,662.46,662.61,36420
2025-09-30 09:42:00,662.7,662.53,662.61,43673
2025-09-30 09:43:00,662.93,662.51,662.92,51290
2025-09-30 09:44:00,663.08,662.8,663.08,37143
2025-09-30 09:45:00,663.29,662.92,663.14,45941
2025-09-30 09:46:00,663.21,663.03,663.07,35620
2025-09-30 09:47:00,663.13,662.85,663.06,58079
2025-09-30 09:48:00,663.1,662.85,662.9,34072
2025-09-30 09:49:00,662.93,662.47,662.71,43218
2025-09-30 09:50:00,662.76,662.44,662.56,46635
2025-09-30 09:51:00,662.62,662.43,662.449,34375
2025-09-30 09:52:00,662.69,662.34,662.66,27745
2025-09-30 09:53:00,662.74,662.49,662.499,21769
2025-09-30 09:54:00,662.58,662.11,662.17,68498
2025-09-30 09:55:00,662.27,661.97,662.21,44123
2025-09-30 09:56:00,662.72,662.21,662.57,15294
2025-09-30 09:57:00,662.751,662.4,662.75,24989
2025-09-30 09:58:00,662.9,662.67,662.84,28606
2025-09-30 09:59:00,663.13,662.79,663.08,19854
2025-09-30 10:00:00,663.4,663.02,663.22,42729
2025-09-30 10:01:00,663.29,663.05,663.21,29939
2025-09-30 10:02:00,663.471,663.2,663.37,49810
2025-09-30 10:03:00,663.55,663.32,663.47,52105
2025-09-30 10:04:00,663.56,663.22,663.23,26192
2025-09-30 10:05:00,663.275,662.76,662.91,56283
2025-09-30 10:06:00,662.88,662.41,662.69,58644
2025-09-30 10:07:00,662.84,662.62,662.76,32343
2025-09-30 10:08:00,662.76,662.53,662.64,17626
2025-09-30 10:09:00,662.61,662.4,662.44,59650
2025-09-30 10:10:00,662.51,662.26,662.49,52634
2025-09-30 10:11:00,662.68,662.299,662.3,40881
2025-09-30 10:12:00,662.54,662.3,662.49,32676
2025-09-30 10:13:00,662.73,662.38,662.63,33956
2025-09-30 10:14:00,662.78,662.55,662.699,22933
2025-09-30 10:15:00,662.87,662.64,662.82,32344
2025-09-30 10:16:00,663.11,662.83,663.08,29415
2025-09-30 10:17:00,663.38,663.08,663.249,30716
2025-09-30 10:18:00,663.26,663.06,663.15,23325
2025-09-30 10:19:00,663.19,662.85,662.97,30304
2025-09-30 10:20:00,663.16,662.91,663.07,18786
2025-09-30 10:21:00,663.2,663.01,663.11,19564
2025-09-30 10:22:00,663.35,663.02,663.29,17857
2025-09-30 10:23:00,663.31,662.91,663.01,26461
2025-09-30 10:24:00,663.18,662.73,662.85,20269
2025-09-30 10:25:00,662.92,662.75,662.85,29082
2025-09-30 10:26:00,662.88,662.65,662.68,20102
2025-09-30 10:27:00,662.99,662.64,662.86,26677
2025-09-30 10:28:00,662.92,662.7,662.72,14297
2025-09-30 10:29:00,662.93,662.66,662.86,14619
2025-09-30 10:30:00,663.02,662.7,662.96,23373
2025-09-30 10:31:00,663.29,662.98,663.09,27448
2025-09-30 10:32:00,663.12,662.94,663.07,33660
2025-09-30 10:33:00,663.16,662.64,662.67,33190
2025-09-30 10:34:00,662.74,662.5,662.65,19080
2025-09-30 10:35:00,662.795,662.38,662.52,40069
2025-09-30 10:36:00,662.65,662.27,662.3,29165
2025-09-30 10:37:00,662.37,662.18,662.28,36507
2025-09-30 10:38:00,662.28,661.85,661.96,34333
2025-09-30 10:39:00,661.94,661.73,661.79,55358
2025-09-30 10:40:00,661.98,661.69,661.9,44546
2025-09-30 10:41:00,662.32,661.88,662.32,35387
2025-09-30 10:42:00,662.36,662.04,662.07,37682
2025-09-30 10:43:00,662.16,662.0,662.05,16419
2025-09-30 10:44:00,662.445,662.05,662.37,13856
2025-09-30 10:45:00,662.69,662.36,662.67,26140
2025-09-30 10:46:00,662.7,662.56,662.7,19998
2025-09-30 10:47:00,662.81,662.65,662.78,22274
2025-09-30 10:48:00,663.29,662.82,663.22,53268
2025-09-30 10:49:00,663.26,663.08,663.15,25000
2025-09-30 10:50:00,663.22,662.96,663.06,16137
2025-09-30 10:51:00,663.17,662.9,663.04,22997
2025-09-30 10:52:00,663.13,662.97,663.01,15102
2025-09-30 10:53:00,662.99,662.84,662.92,35517
2025-09-30 10:54:00,662.96,662.74,662.84,14322
2025-09-30 10:55:00,663.39,662.83,663.29,42371
2025-09-30 10:56:00,663.31,662.89,663.05,44258
2025-09-30 10:57:00,663.16,663.0,663.1,12832
2025-09-30 10:58:00,663.21,662.98,663.21,12657
2025-09-30 10:59:00,663.27,663.14,663.225,14855
2025-09-30 11:00:00,663.42,663.13,663.33,31946
2025-09-30 11:01:00,663.48,663.33,663.44,13481
2025-09-30 11:02:00,663.62,663.35,663.38,19940
2025-09-30 11:03:00,663.43,663.32,663.32,18632
2025-09-30 11:04:00,663.51,663.2,663.5,15435
2025-09-30 11:05:00,663.62,663.36,663.49,24965
2025-09-30 11:06:00,663.53,663.24,663.25,14219
2025-09-30 11:07:00,663.3,663.14,663.24,14845
2025-09-30 11:08:00,663.429,663.22,663.39,16275
2025-09-30 11:09:00,663.43,663.33,663.43,9399
2025-09-30 11:10:00,663.47,663.27,663.27,18300
2025-09-30 11:11:00,663.27,662.98,663.06,16702
2025-09-30 11:12:00,663.32,663.06,663.25,21159
2025-09-30 11:13:00,663.33,663.13,663.22,7954
2025-09-30 11:14:00,663.21,662.84,662.85,13605
2025-09-30 11:15:00,662.95,662.79,662.84,18253
2025-09-30 11:16:00,662.83,662.55,662.78,14904
2025-09-30 11:17:00,662.76,662.58,662.59,5560
2025-09-30 11:18:00,662.64,662.53,662.62,13855
2025-09-30 11:19:00,662.61,662.38,662.49,17615
2025-09-30 11:20:00,662.62,662.12,662.36,120475
2025-09-30 11:21:00,662.49,662.3,662.42,25310
2025-09-30 11:22:00,662.61,662.38,662.47,19715
2025-09-30 11:23:00,662.545,662.36,662.45,23031
2025-09-30 11:24:00,662.49,662.31,662.37,22859
2025-09-30 11:25:00,662.42,662.16,662.19,25971
2025-09-30 11:26:00,662.26,662.12,662.16,13675
2025-09-30 11:27:00,662.16,661.61,661.92,56487
2025-09-30 11:28:00,662.04,661.86,661.99,21435
2025-09-30 11:29:00,662.34,661.93,662.24,35394
2025-09-30 11:30:00,662.41,662.15,662.37,43454
2025-09-30 11:31:00,662.52,662.22,662.5,24590
2025-09-30 11:32:00,662.68,662.449,662.66,26744
2025-09-30 11:33:00,662.65,662.46,662.49,33482
2025-09-30 11:34:00,662.63,662.44,662.56,18438
2025-09-30 11:35:00,662.59,662.03,662.1,38298
2025-09-30 11:36:00,662.34,662.13,662.27,24499
2025-09-30 11:37:00,662.33,662.05,662.11,19125
2025-09-30 11:38:00,662.17,662.035,662.12,16745
2025-09-30 11:39:00,662.16,661.97,662.0,15930
2025-09-30 11:40:00,662.17,661.96,662.02,18506
2025-09-30 11:41:00,662.2,661.93,662.1,25024
2025-09-30 11:42:00,662.2,661.99,662.16,11939
2025-09-30 11:43:00,662.155,661.92,661.94,19230
2025-09-30 11:44:00,662.06,661.89,662.06,17785
2025-09-30 11:45:00,662.21,662.02,662.19,15729
2025-09-30 11:46:00,662.28,662.11,662.24,7670
2025-09-30 11:47:00,662.28,662.04,662.08,16246
2025-09-30 11:48:00,662.28,662.01,662.28,8511
2025-09-30 11:49:00,662.71,662.27,662.701,15406
2025-09-30 11:50:00,662.86,662.65,662.73,23306
2025-09-30 11:51:00,662.97,662.74,662.9,18772
2025-09-30 11:52:00,662.89,662.57,662.75,29753
2025-09-30 11:53:00,662.99,662.78,662.94,18569
2025-09-30 11:54:00,662.95,662.85,662.89,10379
2025-09-30 11:55:00,662.96,662.76,662.84,11460
2025-09-30 11:56:00,662.89,662.51,662.63,20254
2025-09-30 11:57:00,663.01,662.65,663.01,23529
2025-09-30 11:58:00,663.17,662.93,662.94,20260
2025-09-30 11:59:00,663.01,662.9,663.01,13451
2025-09-30 12:00:00,663.16,663.0,663.07,11988
2025-09-30 12:01:00,663.09,662.88,663.09,15264
2025-09-30 12:02:00,663.09,662.86,662.92,13060
2025-09-30 12:03:00,663.0,662.82,662.881,24478
2025-09-30 12:04:00,662.93,662.82,662.85,10577
2025-09-30 12:05:00,663.08,662.76,663.06,19580
2025-09-30 12:06:00,663.1,662.93,662.97,8716
2025-09-30 12:07:00,663.0,662.82,662.82,9821
2025-09-30 12:08:00,662.89,662.58,662.72,29338
2025-09-30 12:09:00,662.83,662.65,662.83,6019
2025-09-30 12:10:00,662.86,662.69,662.73,19836
2025-09-30 12:11:00,662.81,662.63,662.78,6082
2025-09-30 12:12:00,662.79,662.62,662.68,12777
2025-09-30 12:13:00,662.72,662.6,662.67,12407
2025-09-30 12:14:00,662.83,662.62,662.8,7116
2025-09-30 12:15:00,662.96,662.73,662.83,13293
2025-09-30 12:16:00,662.95,662.8,662.831,7504
2025-09-30 12:17:00,662.99,662.84,662.97,7153
2025-09-30 12:18:00,663.121,662.87,663.121,7249
2025-09-30 12:19:00,663.28,663.12,663.27,12982
2025-09-30 12:20:00,663.541,663.26,663.53,18094
2025-09-30 12:21:00,664.05,663.53,663.95,69258
2025-09-30 12:22:00,664.05,663.74,663.74,32150
2025-09-30 12:23:00,663.77,663.58,663.6,16220
2025-09-30 12:24:00,663.64,663.4,663.43,19286
2025-09-30 12:25:00,663.58,663.43,663.53,24831
2025-09-30 12:26:00,663.545,663.21,663.239,10079
2025-09-30 12:27:00,663.37,663.25,663.31,6840
2025-09-30 12:28:00,663.51,663.32,663.445,16758
2025-09-30 12:29:00,663.47,663.31,663.405,6134
2025-09-30 12:30:00,663.62,663.4,663.6,15285
2025-09-30 12:31:00,663.65,663.43,663.44,10761
2025-09-30 12:32:00,663.57,663.459,663.49,9435
2025-09-30 12:33:00,663.57,663.439,663.47,7659
2025-09-30 12:34:00,663.48,663.36,663.38,12056
2025-09-30 12:35:00,663.55,663.39,663.51,10246
2025-09-30 12:36:00,663.54,663.44,663.48,7552
2025-09-30 12:37:00,663.54,663.39,663.41,11431
2025-09-30 12:38:00,663.5,663.26,663.35,25102
2025-09-30 12:39:00,663.45,663.34,663.45,4860
2025-09-30 12:40:00,663.52,663.39,663.44,10498
2025-09-30 12:41:00,663.5,663.38,663.4,9192
2025-09-30 12:42:00,663.45,663.29,663.31,15331
2025-09-30 12:43:00,663.4,663.27,663.34,10787
2025-09-30 12:44:00,663.66,663.34,663.66,16566
2025-09-30 12:45:00,663.67,663.5,663.56,14295
2025-09-30 12:46:00,663.57,663.3,663.35,18936
2025-09-30 12:47:00,663.39,663.209,663.229,11876
2025-09-30 12:48:00,663.23,663.07,663.1,10051
2025-09-30 12:49:00,663.24,663.09,663.21,17848
2025-09-30 12:50:00,663.31,663.15,663.2,11733
2025-09-30 12:51:00,663.24,663.11,663.16,9631
2025-09-30 12:52:00,663.28,663.16,663.28,5921
2025-09-30 12:53:00,663.365,663.08,663.08,11649
2025-09-30 12:54:00,663.1,662.98,663.07,12524
2025-09-30 12:55:00,663.14,663.01,663.04,11880
2025-09-30 12:56:00,663.14,663.0,663.06,5107
2025-09-30 12:57:00,663.14,663.0,663.03,17275
2025-09-30 12:58:00,663.04,662.58,662.76,47037
2025-09-30 12:59:00,662.86,662.71,662.82,20974
2025-09-30 13:00:00,662.81,662.61,662.67,31831
2025-09-30 13:01:00,662.84,662.67,662.82,22447
2025-09-30 13:02:00,662.91,662.69,662.75,13945
2025-09-30 13:03:00,662.81,662.66,662.67,11807
2025-09-30 13:04:00,662.69,662.57,662.63,9398
2025-09-30 13:05:00,662.79,662.63,662.74,15154
2025-09-30 13:06:00,662.77,662.57,662.63,12187
2025-09-30 13:07:00,662.66,662.57,662.59,5998
2025-09-30 13:08:00,662.64,662.49,662.63,17064
2025-09-30 13:09:00,662.67,662.58,662.63,10691
2025-09-30 13:10:00,662.68,662.37,662.42,16083
2025-09-30 13:11:00,662.38,662.09,662.28,44163
2025-09-30 13:12:00,662.37,662.209,662.31,11766
2025-09-30 13:13:00,662.5,662.31,662.329,21143
2025-09-30 13:14:00,662.43,662.26,662.41,13338
2025-09-30 13:15:00,662.4,662.28,662.32,14689
2025-09-30 13:16:00,662.59,662.3,662.349,28529
2025-09-30 13:17:00,662.5,662.35,662.41,8128
2025-09-30 13:18:00,662.425,662.3,662.37,14408
2025-09-30 13:19:00,662.49,662.36,662.45,9855
2025-09-30 13:20:00,662.46,662.33,662.44,9665
2025-09-30 13:21:00,662.43,662.16,662.19,40111
2025-09-30 13:22:00,662.28,662.1,662.27,20875
2025-09-30 13:23:00,662.3,662.11,662.15,13096
2025-09-30 13:24:00,662.18,661.98,662.04,18722
2025-09-30 13:25:00,662.19,662.04,662.09,20161
2025-09-30 13:26:00,662.09,661.95,662.0,16417
2025-09-30 13:27:00,662.05,661.79,661.91,28290
2025-09-30 13:28:00,661.93,661.77,661.91,34767
2025-09-30 13:29:00,662.19,661.89,662.13,43892
2025-09-30 13:30:00,662.1,661.89,661.9,30587
2025-09-30 13:31:00,661.98,661.82,661.93,30440
2025-09-30 13:32:00,662.08,661.89,661.97,27147
2025-09-30 13:33:00,662.17,661.96,662.16,19607
2025-09-30 13:34:00,662.2,662.1,662.17,21571
2025-09-30 13:35:00,662.34,662.16,662.29,24721
2025-09-30 13:36:00,662.3,661.87,661.98,21523
2025-09-30 13:37:00,662.05,661.92,661.99,11427
2025-09-30 13:38:00,662.18,661.98,662.06,9253
2025-09-30 13:39:00,662.13,662.06,662.1,9740
2025-09-30 13:40:00,662.32,662.08,662.27,15930
2025-09-30 13:41:00,662.35,662.2,662.35,13162
2025-09-30 13:42:00,662.36,662.2,662.33,11120
2025-09-30 13:43:00,662.39,662.3,662.37,11030
2025-09-30 13:44:00,662.36,662.129,662.23,10811
2025-09-30 13:45:00,662.46,662.2,662.44,9412
2025-09-30 13:46:00,662.55,662.43,662.51,15827
2025-09-30 13:47:00,662.6,662.439,662.57,18744
2025-09-30 13:48:00,662.6,662.5,662.56,7435
2025-09-30 13:49:00,662.71,662.53,662.7,13653
2025-09-30 13:50:00,662.89,662.705,662.88,21728
2025-09-30 13:51:00,663.03,662.83,662.975,34659
2025-09-30 13:52:00,663.07,662.88,662.9,22232
2025-09-30 13:53:00,663.04,662.91,662.97,53272
2025-09-30 13:54:00,663.09,662.96,663.02,13955
2025-09-30 13:55:00,663.06,662.77,662.81,18409
2025-09-30 13:56:00,662.87,662.5,662.56,12269
2025-09-30 13:57:00,662.77,662.53,662.73,13724
2025-09-30 13:58:00,662.73,662.57,662.58,7177
2025-09-30 13:59:00,662.58,662.39,662.52,15390
2025-09-30 14:00:00,662.6,662.43,662.55,10659
2025-09-30 14:01:00,662.64,662.525,662.55,12912
2025-09-30 14:02:00,662.66,662.54,662.61,9070
2025-09-30 14:03:00,662.65,662.56,662.59,7968
2025-09-30 14:04:00,662.63,662.48,662.57,15182
2025-09-30 14:05:00,662.84,662.56,662.8,44859
2025-09-30 14:06:00,662.97,662.78,662.87,36727
2025-09-30 14:07:00,662.97,662.83,662.95,7461
2025-09-30 14:08:00,663.1,662.92,663.1,24877
2025-09-30 14:09:00,663.22,663.1,663.17,12985
2025-09-30 14:10:00,663.51,663.18,663.47,20337
2025-09-30 14:11:00,663.66,663.43,663.58,40740
2025-09-30 14:12:00,663.79,663.58,663.72,39156
2025-09-30 14:13:00,663.79,663.54,663.64,60869
2025-09-30 14:14:00,663.73,663.6,663.69,18457
2025-09-30 14:15:00,664.01,663.7,663.8,69760
2025-09-30 14:16:00,663.83,663.6,663.71,45386
2025-09-30 14:17:00,663.71,663.55,663.6,26632
2025-09-30 14:18:00,663.61,663.46,663.53,43471
2025-09-30 14:19:00,663.77,663.51,663.69,24276
2025-09-30 14:20:00,663.83,663.63,663.78,25222
2025-09-30 14:21:00,663.9,663.75,663.88,33310
2025-09-30 14:22:00,663.91,663.65,663.655,23250
2025-09-30 14:23:00,663.69,663.5,663.655,45138
2025-09-30 14:24:00,663.89,663.651,663.79,30463
2025-09-30 14:25:00,663.87,663.77,663.85,15945
2025-09-30 14:26:00,664.0,663.82,664.0,26452
2025-09-30 14:27:00,664.03,663.83,663.9,11864
2025-09-30 14:28:00,663.95,663.77,663.81,21800
2025-09-30 14:29:00,663.91,663.76,663.88,9981
2025-09-30 14:30:00,663.94,663.78,663.94,14234
2025-09-30 14:31:00,663.97,663.87,663.88,9800
2025-09-30 14:32:00,663.93,663.81,663.86,13519
2025-09-30 14:33:00,663.88,663.61,663.64,18663
2025-09-30 14:34:00,663.81,663.66,663.75,11053
2025-09-30 14:35:00,663.83,663.7,663.82,12747
2025-09-30 14:36:00,663.87,663.77,663.83,12056
2025-09-30 14:37:00,664.01,663.81,663.93,17149
2025-09-30 14:38:00,663.98,663.89,663.96,14832
2025-09-30 14:39:00,664.01,663.94,663.97,22948
2025-09-30 14:40:00,664.18,663.94,664.04,32559
2025-09-30 14:41:00,664.17,664.03,664.14,22623
2025-09-30 14:42:00,664.32,664.13,664.18,36316
2025-09-30 14:43:00,664.29,664.17,664.23,22152
2025-09-30 14:44:00,664.33,664.16,664.28,19201
2025-09-30 14:45:00,664.4,664.23,664.31,50647
2025-09-30 14:46:00,664.34,664.17,664.25,14005
2025-09-30 14:47:00,664.46,664.24,664.441,37219
2025-09-30 14:48:00,664.55,664.33,664.375,21318
2025-09-30 14:49:00,664.57,664.39,664.56,26034
2025-09-30 14:50:00,664.63,664.39,664.39,53451
2025-09-30 14:51:00,664.49,664.31,664.45,24950
2025-09-30 14:52:00,664.501,664.34,664.48,11562
2025-09-30 14:53:00,664.59,664.44,664.57,17001
2025-09-30 14:54:00,664.58,664.405,664.44,17197
2025-09-30 14:55:00,664.54,664.34,664.52,20390
2025-09-30 14:56:00,664.57,664.47,664.48,26377
2025-09-30 14:57:00,664.6,664.44,664.59,28908
2025-09-30 14:58:00,664.61,664.51,664.58,20039
2025-09-30 14:59:00,664.58,664.38,664.42,29170
2025-09-30 15:00:00,664.53,664.4,664.51,27702
2025-09-30 15:01:00,664.6,664.47,664.555,24019
2025-09-30 15:02:00,664.67,664.5,664.66,52381
2025-09-30 15:03:00,664.78,664.57,664.57,39641
2025-09-30 15:04:00,664.57,664.42,664.48,35361
2025-09-30 15:05:00,664.52,664.36,664.45,28137
2025-09-30 15:06:00,664.55,664.44,664.49,33055
2025-09-30 15:07:00,664.71,664.5,664.71,37811
2025-09-30 15:08:00,664.82,664.69,664.79,21857
2025-09-30 15:09:00,664.82,664.72,664.725,20308
2025-09-30 15:10:00,664.85,664.65,664.825,27795
2025-09-30 15:11:00,664.82,664.64,664.7,36553
2025-09-30 15:12:00,664.77,664.63,664.72,21229
2025-09-30 15:13:00,664.79,664.68,664.69,30761
2025-09-30 15:14:00,664.76,664.62,664.64,25963
2025-09-30 15:15:00,664.72,664.5,664.56,30750
2025-09-30 15:16:00,664.661,664.47,664.57,18371
2025-09-30 15:17:00,664.74,664.58,664.7,16347
2025-09-30 15:18:00,664.79,664.69,664.71,23645
2025-09-30 15:19:00,664.79,664.61,664.79,33657
2025-09-30 15:20:00,665.03,664.79,665.01,63225
2025-09-30 15:21:00,665.16,664.99,665.14,45684
2025-09-30 15:22:00,665.27,665.11,665.14,40069
2025-09-30 15:23:00,665.18,665.03,665.08,64906
2025-09-30 15:24:00,665.24,665.07,665.2,30585
2025-09-30 15:25:00,665.355,665.15,665.29,63208
2025-09-30 15:26:00,665.51,665.29,665.37,86251
2025-09-30 15:27:00,665.49,665.3,665.49,46718
2025-09-30 15:28:00,665.5,665.22,665.22,39129
2025-09-30 15:29:00,665.38,665.17,665.37,38282
2025-09-30 15:30:00,665.48,665.34,665.39,41744
2025-09-30 15:31:00,665.69,665.39,665.68,62505
2025-09-30 15:32:00,665.71,665.54,665.57,30054
2025-09-30 15:33:00,665.58,665.45,665.45,32187
2025-09-30 15:34:00,665.5,665.38,665.5,30762
2025-09-30 15:35:00,665.56,665.359,665.39,46843
2025-09-30 15:36:00,665.4,665.26,665.35,46137
2025-09-30 15:37:00,665.58,665.36,665.48,66187
2025-09-30 15:38:00,665.52,665.4,665.46,40302
2025-09-30 15:39:00,665.47,665.32,665.41,57314
2025-09-30 15:40:00,665.41,664.98,665.03,95580
2025-09-30 15:41:00,665.15,664.9,665.15,71084
2025-09-30 15:42:00,665.14,664.9,664.93,36135
2025-09-30 15:43:00,665.16,664.86,665.0,52652
2025-09-30 15:44:00,665.07,664.935,665.02,42926
2025-09-30 15:45:00,665.35,665.0,665.33,55618
2025-09-30 15:46:00,665.59,665.25,665.54,77769
2025-09-30 15:47:00,665.54,665.26,665.41,106248
2025-09-30 15:48:00,665.66,665.4,665.65,110179
2025-09-30 15:49:00,665.97,665.61,665.95,249312
2025-09-30 15:50:00,666.13,665.51,665.94,202772
2025-09-30 15:51:00,666.23,665.945,666.14,158398
2025-09-30 15:52:00,666.44,666.035,666.42,156405
2025-09-30 15:53:00,666.61,666.38,666.61,132039
2025-09-30 15:54:00,666.61,666.33,666.41,117396
2025-09-30 15:55:00,666.635,666.21,666.405,126449
2025-09-30 15:56:00,666.65,666.29,666.35,131262
2025-09-30 15:57:00,666.65,666.24,666.55,161230
2025-09-30 15:58:00,666.55,666.29,666.36,292074
2025-09-30 15:59:00,666.52,665.97,666.09,989009
