datetime,high,low,close,Volume,hl_pct,hl5,hl15,trend_score_m30,ib_high,ib_low,ib_mid,ib_width,ib_width_type,day_close,prev_day,prev_close,gap,gap_dir,avwap_open,avwap_down,avwap_up,slope_open,slope_up,slope_down,is_ib,is_analysis,is_labelwin,state_ud_above,state_ud_below,state_ud_between,delta_ud,delta_ud_pct,state_ou_above,state_ou_below,state_ou_between,delta_ou,delta_ou_pct,state_od_above,state_od_below,state_od_between,delta_od,delta_od_pct,slope_open_sign,cross_px_open,cross_px_open_last5,slope_up_sign,cross_px_up,cross_px_up_last5,slope_down_sign,cross_px_down,cross_px_down_last5,cross_av_ud,cross_av_ud_last5,cross_av_ou,cross_av_ou_last5,cross_av_od,cross_av_od_last5,close_f15,close_f30,ret15,ret30,dir15,dir30,is_H2,pred_H2_dir15,pred_H2_dir30,is_H3,pred_H3_dir15,pred_H3_dir30,is_H3_strict
2025-09-08 09:50:00,648.66,648.22,648.27,37213,0.0006787295417032,0.0005428840931516,0.0005345922855124,,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4781790088059,,,-0.0044038413813495,,,True,False,False,0,0,0,,,0,1,0,,,0,1,0,,,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,648.28,647.9,1.542567140222495e-05,-0.0005707498418868,1,0,0,,,0,,,0
2025-09-08 09:51:00,648.79,648.17,648.5,56586,0.0009560524286815,0.0006446270648508,0.0005839433600979,,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4786914518251,,,-0.003144282379435,,,True,False,False,0,0,0,,,1,0,0,,,1,0,0,,,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,648.48,647.88,-3.0840400925158384e-05,-0.0009560524286815,0,0,0,,,0,,,0
2025-09-08 09:52:00,648.57,648.31,648.51,14146,0.0004009190297761,0.0006414916811622,0.0005839581890416,,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4784630947589,,,-0.0002201721613801,,,True,False,False,0,0,0,,,1,0,0,,,1,0,0,,,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,648.57,648.06,9.251977610214011e-05,-0.0006938983207661,1,0,0,,,0,,,0
2025-09-08 09:53:00,648.57,648.3,648.37,20715,0.0004164288909112,0.000564424683237,0.0005417860896279,,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.477075212615,,,6.203038174135145e-05,,,True,False,False,0,0,0,,,0,1,0,,,0,1,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,648.62,648.12,0.0003855823063991,-0.0003855823063991,1,0,0,,,0,,,0
2025-09-08 09:54:00,648.77,648.35,648.76,18507,0.0006473888649114,0.0006199037511967,0.0005551150201322,,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4798699470058,,,-0.0004987382236549,,,True,False,False,0,0,0,,,1,0,0,,,1,0,0,,,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,648.42,648.01,-0.0005240767001665,-0.0011560515444848,0,0,0,,,0,,,0
2025-09-08 09:55:00,648.96,648.63,648.96,28332,0.0005085059171598,0.000585859026288,0.0005406987864934,,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4901615386303,,,0.0023965059648844,,,True,False,False,0,0,0,,,1,0,0,,,1,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,648.43,648.019,-0.0008166913214991,-0.0014500123274162,0,0,0,,,0,,,0
2025-09-08 09:56:00,648.96,648.76,648.84,22495,0.0003082424018248,0.0004562970209166,0.0005222000296697,,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4980060432584,648.8533333333334,,0.003862918286677,,,True,False,False,0,1,0,,,1,0,0,,,0,0,1,0.3553272900749107,0.0005476346866329,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,648.56,648.34,-0.0004315393625548,-0.000770606004562,0,0,0,,,0,,,0
2025-09-08 09:57:00,648.86,648.6,648.71,20640,0.000400795424766,0.0004562722999146,0.0005139737367618,,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.5023849721365,648.7911286271783,,0.0047843754755149,,,True,False,False,0,1,0,,,1,0,0,,,0,0,1,0.2887436550417988,0.0004451043687345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,648.46,648.61,-0.0003853802161212,-0.0001541520864485,0,0,0,,,0,,,0
2025-09-08 09:58:00,648.77,648.42,648.45,27781,0.0005397486313517,0.0004809362480027,0.0005232364600628,,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.5035137346767,648.6953618365391,,0.0052877044123533,,,True,False,False,0,1,0,,,0,1,0,,,0,1,0,0.1918481018623197,0.000295856429736,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,648.34,648.75,-0.0001696352841391,0.0004626416840156,0,1,0,,,0,,,0
2025-09-08 09:59:00,648.48,648.33,648.38,19713,0.0002313458157253,0.0003977276381655,0.0005139925188845,0.3267326732673702,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.5016154531337,648.6303917068489,,0.0043491012255799,,,True,False,False,0,1,0,,,0,1,0,,,0,1,0,0.1287762537151593,0.0001986123164119,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,648.2,648.77,-0.0002776149788703,0.0006014991208858,0,1,0,,,0,,,0
2025-09-08 10:00:00,648.37,648.1,648.24,43564,0.0004165124028137,0.0003793289352963,0.000502690684912,0.1881188118812438,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4916060102297,648.5025740289484,,0.000288894319874,,,True,False,False,0,1,0,,,0,1,0,,,0,1,0,0.0109680187186995,1.6919688261599977e-05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,648.26,649.0,3.08527705787931e-05,0.0011724052819943,1,1,0,,,0,,,0
2025-09-08 10:01:00,648.26,647.93,647.97,24284,0.0005092828371684,0.000419537022365,0.0005068203693775,0.0353982300885641,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4825667279308,648.4337352633715,,-0.0030878630655251,,-0.0839196139923615,True,False,False,0,1,0,,,0,1,0,,,0,1,0,0.0488314645592709,7.536068731464558e-05,-1,0,1,0,0,0,-1,0,0,0,0,0,0,1,1,648.19,648.96,0.0003395218914457,0.0015278485115051,1,1,0,,,0,,,0
2025-09-08 10:02:00,648.27,648.0,648.27,20208,0.0004164931278633,0.0004226765629845,0.0005068135146871,0.3008849557522418,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4774614042004,648.4050396134725,,-0.0049847135872141,,-0.0772178027411655,True,False,False,0,1,0,,,0,1,0,,,0,1,0,0.072421790727958,0.0001117154746139,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,647.979,648.88,-0.0004488870378082,0.0009409659555432,0,1,0,,,0,,,0
2025-09-08 10:03:00,648.32,648.15,648.24,22315,0.0002622485499198,0.0003671765466981,0.0004708458259793,0.2743362831858941,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4730568185951,648.3863468656716,,-0.006091383216335,,-0.0618029941734903,True,False,False,0,1,0,,,0,1,0,,,0,1,0,0.0867099529234565,0.0001337621142222,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,647.89,648.78,-0.0005399234851289,0.0008330248056274,0,1,0,,,0,,,0
2025-09-08 10:04:00,648.35,648.19,648.29,22110,0.0002468031282296,0.000370268009199,0.0004626331328537,0.3185840707964735,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4695608379476,648.3754776567612,,-0.0064109230372196,,-0.0509828100175354,True,False,False,0,1,0,,,0,1,0,,,0,1,0,0.09408318118642,0.0001451251464412,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,647.91,648.81,-0.0005861574295453,0.0008021101667463,0,1,0,,,0,,,0
2025-09-08 10:05:00,648.37,648.11,648.28,33879,0.0004010612698216,0.0003671777826005,0.0004441219147283,0.3097345132743576,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4638194793865,648.3593753040013,,-0.0055573061686345,,-0.0286397449894138,True,False,False,0,1,0,,,0,1,0,,,0,1,0,0.104444175385197,0.0001611096677133,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,647.9,648.82,-0.0005861664712778,0.0008329734065528,0,1,0,,,0,,,0
2025-09-08 10:06:00,648.51,648.26,648.48,20502,0.0003855169010609,0.000342424595379,0.0004060862128869,0.4867256637168765,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4630737966462,648.3636081890944,,-0.0038985862569234,,-0.0140254148554276,True,False,False,1,0,0,,,1,0,0,,,1,0,0,0.0994656075517923,0.000153382691142,-1,1,1,0,0,0,-1,1,1,0,0,0,0,0,0,647.88,648.98,-0.0009252405625462,0.0007710338021218,0,1,0,,,0,,,0
2025-09-08 10:07:00,648.66,648.4,648.57,17729,0.0004008819402685,0.0003393023578601,0.0004060837402531,0.6213592233010159,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4641565569214,648.3744013165323,,-0.0026609694558146,,-0.0061276593880393,True,False,False,1,0,0,,,1,0,0,,,1,0,0,0.0897552403890813,0.0001383894419863,-1,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,648.06,648.92,-0.0007863453443731,0.000539648765746,0,1,0,,,0,,,0
2025-09-08 10:08:00,648.7,648.56,648.62,14330,0.0002158428663934,0.0003300212211548,0.0003927113386185,0.669902912621356,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.465909500579,648.3860794378937,,-0.0014294636032218,,-5.348555557702639e-05,True,False,False,1,0,0,,,1,0,0,,,1,0,0,0.0798300626852324,0.0001230767825309,-1,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,648.12,649.13,-0.000770867379976,0.0007862847275754,0,1,0,,,0,,,0
2025-09-08 10:09:00,648.64,648.33,648.42,16979,0.0004780851916966,0.0003762776338482,0.0003814244270709,0.4757281553397747,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4658769909402,648.3900965202682,,-0.0007367694014874,,0.0029237727014105,True,False,False,1,0,0,,,0,1,0,,,0,0,1,0.0757804706719298,0.0001168694220905,-1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,648.01,649.09,-0.0006323062212763,0.0010332808981834,0,1,0,,,0,,,0
2025-09-08 10:10:00,648.56,648.4,648.43,22157,0.0002467498419258,0.000345415348269,0.0003639740220553,0.4854368932038427,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0,648.4658357810039,648.3947503006525,,0.0004032603234691,,0.0070749993302342,True,False,False,1,0,0,,,0,1,0,,,0,0,1,0.0710854803513711,0.0001096270689995,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,648.019,649.12,-0.000633838656447,0.0010641086933054,0,1,0,,,0,,,0
