datetime,high,low,close,Volume,ib_high,ib_low,ib_mid,ib_width,ib_width_type,day_close,prev_day,prev_close,gap,gap_dir
2025-09-08 10:04:00,648.35,648.19,648.29,22110,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:05:00,648.37,648.11,648.28,33879,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:06:00,648.51,648.26,648.48,20502,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:07:00,648.66,648.4,648.57,17729,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:08:00,648.7,648.56,648.62,14330,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:09:00,648.64,648.33,648.42,16979,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:10:00,648.56,648.4,648.43,22157,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:11:00,648.62,648.32,648.56,21514,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:12:00,648.555,648.21,648.46,11844,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:13:00,648.49,648.3,648.34,11335,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:14:00,648.41,648.2,648.2,19109,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:15:00,648.3,648.13,648.26,31517,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:16:00,648.29,648.07,648.19,23323,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:17:00,648.24,647.96,647.979,15931,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:18:00,648.14,647.86,647.89,20158,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:19:00,648.03,647.75,647.91,43490,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:20:00,647.94,647.78,647.9,16708,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:21:00,648.02,647.82,647.88,25191,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:22:00,648.16,647.87,648.06,34659,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:23:00,648.16,647.93,648.12,21677,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:24:00,648.13,647.96,648.01,24091,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:25:00,648.23,648.0,648.019,38779,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:26:00,648.35,648.03,648.34,22030,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:27:00,648.73,648.32,648.61,36772,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:28:00,648.8,648.58,648.75,21447,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:29:00,648.9,648.715,648.77,35801,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:30:00,649.05,648.75,649.0,44273,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:31:00,649.06,648.915,648.96,45285,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:32:00,649.14,648.87,648.88,27485,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:33:00,648.905,648.66,648.78,15589,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:34:00,648.86,648.72,648.81,12817,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:35:00,648.88,648.74,648.82,21921,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:36:00,648.99,648.83,648.98,15276,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:37:00,649.0,648.86,648.92,10738,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:38:00,649.21,648.91,649.13,18361,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:39:00,649.27,649.06,649.09,21546,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:40:00,649.16,649.01,649.12,13942,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:41:00,649.23,649.06,649.225,19657,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:42:00,649.38,649.22,649.38,16710,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:43:00,649.38,649.27,649.31,15255,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:44:00,649.36,649.19,649.26,34529,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:45:00,649.4,649.2,649.23,19710,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:46:00,649.46,649.23,649.39,17852,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:47:00,649.49,649.32,649.42,13254,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:48:00,649.47,649.31,649.45,17908,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:49:00,649.5,649.39,649.395,19343,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:50:00,649.38,649.19,649.33,29040,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:51:00,649.42,649.26,649.28,14714,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:52:00,649.4,649.29,649.37,10415,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:53:00,649.395,649.29,649.38,22172,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:54:00,649.5,649.37,649.485,12522,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:55:00,649.6,649.44,649.59,18125,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:56:00,649.66,649.51,649.62,12395,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:57:00,649.77,649.6,649.68,16292,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:58:00,649.68,649.37,649.41,32915,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 10:59:00,649.47,649.34,649.375,8418,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:00:00,649.55,649.35,649.53,24360,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:01:00,649.59,649.39,649.47,12351,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:02:00,649.52,649.42,649.47,12837,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:03:00,649.64,649.47,649.57,19436,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:04:00,649.59,649.479,649.54,10038,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:05:00,649.59,649.46,649.54,17387,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:06:00,649.64,649.51,649.61,22960,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:07:00,649.63,649.475,649.57,23845,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:08:00,649.63,649.48,649.63,18979,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:09:00,649.62,649.51,649.58,16851,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:10:00,649.72,649.58,649.72,21743,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:11:00,649.81,649.71,649.73,25040,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:12:00,649.75,649.65,649.7,12382,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:13:00,649.77,649.69,649.71,19367,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:14:00,649.79,649.66,649.66,8382,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:15:00,649.69,649.47,649.47,20079,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:16:00,649.56,649.4,649.53,26974,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:17:00,649.58,649.4,649.41,17238,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:18:00,649.45,649.17,649.2,20038,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:19:00,649.31,649.14,649.21,21474,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:20:00,649.26,649.15,649.23,15892,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:21:00,649.3,649.15,649.2,16934,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:22:00,649.39,649.2,649.34,14632,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:23:00,649.4,649.24,649.38,11536,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:24:00,649.46,649.335,649.38,12504,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:25:00,649.52,649.349,649.47,16953,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:26:00,649.56,649.41,649.5,17960,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:27:00,649.55,649.38,649.55,10358,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:28:00,649.65,649.495,649.63,12108,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:29:00,649.82,649.62,649.79,16676,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:30:00,649.83,649.68,649.77,18035,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:31:00,649.8,649.73,649.77,15161,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:32:00,649.805,649.66,649.73,16781,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:33:00,649.84,649.62,649.65,24725,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:34:00,649.66,649.44,649.49,20181,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:35:00,649.58,649.47,649.5,16228,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:36:00,649.53,649.26,649.33,18271,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:37:00,649.39,649.23,649.24,19647,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:38:00,649.4,649.22,649.39,24529,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:39:00,649.43,649.3,649.33,17147,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:40:00,649.33,649.16,649.27,24446,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:41:00,649.35,649.24,649.25,11000,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:42:00,649.27,649.17,649.2,13671,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:43:00,649.34,649.19,649.279,12666,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:44:00,649.29,649.17,649.17,12496,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:45:00,649.215,648.94,648.98,26014,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:46:00,649.05,648.601,648.66,27322,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:47:00,648.88,648.59,648.619,20346,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:48:00,648.79,648.5,648.73,19006,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:49:00,648.9,648.69,648.87,19553,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:50:00,648.96,648.7,648.96,28923,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:51:00,649.12,648.88,649.09,15013,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:52:00,649.105,648.97,648.99,14103,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:53:00,649.18,648.97,649.13,16748,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:54:00,649.23,649.13,649.19,18075,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:55:00,649.36,649.17,649.28,16620,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:56:00,649.36,649.18,649.35,17608,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:57:00,649.39,649.3,649.35,9650,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:58:00,649.4,649.29,649.4,14564,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 11:59:00,649.46,649.33,649.38,19065,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:00:00,649.41,649.155,649.18,22202,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:01:00,649.23,648.95,649.03,19195,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:02:00,649.19,649.02,649.14,10143,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:03:00,649.28,649.12,649.19,7830,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:04:00,649.25,649.08,649.12,11451,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:05:00,649.18,648.95,648.95,14344,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:06:00,649.01,648.76,648.8,15620,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:07:00,648.99,648.82,648.84,8548,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:08:00,648.915,648.74,648.74,7418,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:09:00,648.81,648.7,648.76,10727,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:10:00,648.91,648.73,648.82,20836,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:11:00,648.94,648.78,648.91,15820,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:12:00,648.98,648.78,648.89,15869,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:13:00,648.92,648.835,648.88,16688,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:14:00,648.9,648.75,648.77,11973,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:15:00,648.8,648.7,648.72,17781,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:16:00,648.77,648.57,648.63,27170,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:17:00,648.71,648.42,648.68,19476,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:18:00,648.7,648.54,648.55,15211,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:19:00,648.63,648.51,648.57,13687,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:20:00,648.66,648.48,648.63,12309,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:21:00,648.68,648.52,648.54,12871,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:22:00,648.59,648.459,648.5,15349,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:23:00,648.55,648.45,648.49,16585,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:24:00,648.54,648.38,648.5,25674,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:25:00,648.65,648.45,648.59,21047,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:26:00,648.62,648.51,648.56,10987,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:27:00,648.56,648.4,648.41,8778,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:28:00,648.64,648.42,648.59,13259,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:29:00,648.65,648.59,648.64,10612,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:30:00,648.8,648.62,648.71,13013,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:31:00,648.71,648.44,648.48,13752,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:32:00,648.5,648.25,648.27,27461,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:33:00,648.28,648.15,648.18,9241,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:34:00,648.37,648.19,648.26,10513,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:35:00,648.31,648.17,648.17,6664,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:36:00,648.21,648.059,648.07,9411,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:37:00,648.09,647.78,647.92,28527,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:38:00,648.15,647.91,648.14,13168,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:39:00,648.19,648.05,648.16,11025,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:40:00,648.19,648.07,648.16,11614,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:41:00,648.37,648.05,648.33,27956,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:42:00,648.43,648.24,648.37,14679,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:43:00,648.56,648.35,648.48,13683,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:44:00,648.51,648.36,648.36,9667,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:45:00,648.35,648.07,648.11,14185,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:46:00,648.17,647.96,648.03,5601,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:47:00,648.06,647.98,648.0,4253,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:48:00,648.17,647.99,648.1,8391,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:49:00,648.15,648.05,648.12,10935,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:50:00,648.37,648.125,648.37,15005,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:51:00,648.41,648.33,648.38,8198,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:52:00,648.41,648.3,648.33,5375,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:53:00,648.48,648.34,648.47,4737,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:54:00,648.63,648.43,648.62,9810,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:55:00,648.69,648.55,648.58,6400,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:56:00,648.61,648.45,648.45,7215,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:57:00,648.57,648.45,648.505,6599,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:58:00,648.53,648.35,648.35,7462,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 12:59:00,648.56,648.31,648.56,8273,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 13:00:00,648.59,648.4,648.58,7531,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 13:01:00,648.6,648.395,648.41,14918,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 13:02:00,648.48,648.33,648.33,5025,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 13:03:00,648.38,648.21,648.295,9995,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 13:04:00,648.33,648.16,648.19,6623,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
2025-09-08 13:05:00,648.28,648.069,648.09,7511,649.06,647.75,648.405,1.3099999999999454,narrow,649.0,,,,0.0
